=== Energy Consumption Metrics ===

Total Duration: 16849.00 seconds
Average CPU Power: 0.69 Watts
Average RAM Power: 3.05 Watts
Average GPU Power: 54.42 Watts
Total Energy Consumption: 0.9800 Mega Joules

=== Detailed Measurements ===
Round global, start: 25.46W (CPU: 4.11W, RAM: 1.93W, GPU: 19.42W)
Round 17, node_2_smpc_start: 124.20W (CPU: 15.00W, RAM: 3.05W, GPU: 106.15W)
Round 17, node_2_smpc_complete: 24.17W (CPU: 0.09W, RAM: 3.01W, GPU: 21.07W)
Round 17, node_3_training_start: 23.57W (CPU: 0.00W, RAM: 3.01W, GPU: 20.56W)
Round 17, node_3_training_complete: 114.32W (CPU: 1.77W, RAM: 3.04W, GPU: 109.51W)
Round 17, node_3_smpc_start: 112.55W (CPU: 0.00W, RAM: 3.04W, GPU: 109.51W)
Round 17, node_3_smpc_complete: 23.77W (CPU: 0.09W, RAM: 3.03W, GPU: 20.65W)
Round 17, aggregation_start: 23.69W (CPU: 0.00W, RAM: 3.03W, GPU: 20.66W)
Round 17, aggregation_complete: 27.33W (CPU: 1.77W, RAM: 3.03W, GPU: 22.53W)
Round 18, cluster_generation_start: 24.43W (CPU: 0.03W, RAM: 3.02W, GPU: 21.37W)
Round 18, cluster_generation_complete: 24.40W (CPU: 0.00W, RAM: 3.02W, GPU: 21.37W)
Round 18, node_1_training_start: 24.40W (CPU: 0.00W, RAM: 3.02W, GPU: 21.37W)
Round 18, node_1_training_complete: 126.78W (CPU: 1.98W, RAM: 3.05W, GPU: 121.75W)
Round 18, node_1_smpc_start: 124.80W (CPU: 0.00W, RAM: 3.05W, GPU: 121.75W)
Round 18, node_1_smpc_complete: 24.19W (CPU: 0.09W, RAM: 3.04W, GPU: 21.06W)
Round 18, node_2_training_start: 24.03W (CPU: 0.00W, RAM: 3.04W, GPU: 20.98W)
Round 18, node_2_training_complete: 115.91W (CPU: 2.04W, RAM: 3.08W, GPU: 110.78W)
Round 18, node_2_smpc_start: 113.87W (CPU: 0.00W, RAM: 3.08W, GPU: 110.78W)
Round 18, node_2_smpc_complete: 23.41W (CPU: 0.09W, RAM: 3.03W, GPU: 20.29W)
Round 18, node_3_training_start: 22.97W (CPU: 0.00W, RAM: 3.02W, GPU: 19.95W)
Round 18, node_3_training_complete: 121.29W (CPU: 2.01W, RAM: 3.03W, GPU: 116.25W)
Round 18, node_3_smpc_start: 119.28W (CPU: 0.00W, RAM: 3.03W, GPU: 116.25W)
Round 18, node_3_smpc_complete: 23.17W (CPU: 0.09W, RAM: 3.00W, GPU: 20.07W)
Round 18, aggregation_start: 22.57W (CPU: 0.00W, RAM: 3.00W, GPU: 19.56W)
Round 18, aggregation_complete: 29.19W (CPU: 1.71W, RAM: 3.00W, GPU: 24.48W)
Round 19, cluster_generation_start: 23.57W (CPU: 0.03W, RAM: 3.00W, GPU: 20.54W)
Round 19, cluster_generation_complete: 23.53W (CPU: 0.00W, RAM: 2.99W, GPU: 20.54W)
Round 19, node_1_training_start: 23.53W (CPU: 0.00W, RAM: 2.99W, GPU: 20.54W)
Round 19, node_1_training_complete: 114.34W (CPU: 1.95W, RAM: 3.05W, GPU: 109.34W)
Round 19, node_1_smpc_start: 112.39W (CPU: 0.00W, RAM: 3.05W, GPU: 109.34W)
Round 19, node_1_smpc_complete: 22.97W (CPU: 0.09W, RAM: 3.02W, GPU: 19.86W)
Round 19, node_2_training_start: 22.84W (CPU: 0.00W, RAM: 3.02W, GPU: 19.82W)
Round 19, node_2_training_complete: 114.54W (CPU: 1.86W, RAM: 3.04W, GPU: 109.64W)
Round 19, node_2_smpc_start: 112.68W (CPU: 0.00W, RAM: 3.04W, GPU: 109.64W)
Round 19, node_2_smpc_complete: 23.23W (CPU: 0.09W, RAM: 3.03W, GPU: 20.11W)
Round 19, node_3_training_start: 23.21W (CPU: 0.00W, RAM: 3.03W, GPU: 20.19W)
Round 19, node_3_training_complete: 116.95W (CPU: 2.07W, RAM: 3.04W, GPU: 111.85W)
Round 19, node_3_smpc_start: 114.88W (CPU: 0.00W, RAM: 3.04W, GPU: 111.85W)
Round 19, node_3_smpc_complete: 23.77W (CPU: 0.09W, RAM: 3.02W, GPU: 20.66W)
Round 19, aggregation_start: 23.15W (CPU: 0.00W, RAM: 3.02W, GPU: 20.13W)
Round 19, aggregation_complete: 29.25W (CPU: 1.77W, RAM: 3.02W, GPU: 24.45W)
Round 20, cluster_generation_start: 23.19W (CPU: 0.03W, RAM: 3.02W, GPU: 20.14W)
Round 20, cluster_generation_complete: 23.16W (CPU: 0.00W, RAM: 3.02W, GPU: 20.14W)
Round 20, node_1_training_start: 23.16W (CPU: 0.00W, RAM: 3.02W, GPU: 20.14W)
Round 20, node_1_training_complete: 116.29W (CPU: 1.83W, RAM: 3.04W, GPU: 111.42W)
Round 20, node_1_smpc_start: 114.46W (CPU: 0.00W, RAM: 3.04W, GPU: 111.42W)
Round 20, node_1_smpc_complete: 23.56W (CPU: 0.09W, RAM: 3.05W, GPU: 20.42W)
Round 20, node_2_training_start: 23.57W (CPU: 0.00W, RAM: 3.05W, GPU: 20.53W)
Round 20, node_2_training_complete: 115.77W (CPU: 1.98W, RAM: 3.07W, GPU: 110.72W)
Round 20, node_2_smpc_start: 113.79W (CPU: 0.00W, RAM: 3.07W, GPU: 110.72W)
Round 20, node_2_smpc_complete: 23.16W (CPU: 0.09W, RAM: 3.05W, GPU: 20.02W)
Round 20, node_3_training_start: 23.50W (CPU: 0.00W, RAM: 3.04W, GPU: 20.46W)
Round 20, node_3_training_complete: 122.89W (CPU: 2.04W, RAM: 3.07W, GPU: 117.78W)
Round 20, node_3_smpc_start: 120.85W (CPU: 0.00W, RAM: 3.07W, GPU: 117.78W)
Round 20, node_3_smpc_complete: 23.32W (CPU: 0.09W, RAM: 3.05W, GPU: 20.18W)
Round 20, aggregation_start: 23.40W (CPU: 0.00W, RAM: 3.05W, GPU: 20.35W)
Round 20, aggregation_complete: 23.40W (CPU: 0.00W, RAM: 3.05W, GPU: 20.35W)
Round 21, cluster_generation_start: 23.13W (CPU: 0.00W, RAM: 3.05W, GPU: 20.08W)
Round 21, cluster_generation_complete: 33.12W (CPU: 9.99W, RAM: 3.05W, GPU: 20.08W)
Round 21, node_1_training_start: 23.13W (CPU: 0.00W, RAM: 3.05W, GPU: 20.08W)
Round 21, node_1_training_complete: 116.40W (CPU: 2.01W, RAM: 3.06W, GPU: 111.32W)
Round 21, node_1_smpc_start: 114.39W (CPU: 0.00W, RAM: 3.06W, GPU: 111.32W)
Round 21, node_1_smpc_complete: 23.92W (CPU: 0.09W, RAM: 3.05W, GPU: 20.78W)
Round 21, node_2_training_start: 23.78W (CPU: 0.00W, RAM: 3.05W, GPU: 20.73W)
Round 21, node_2_training_complete: 123.31W (CPU: 1.83W, RAM: 3.10W, GPU: 118.39W)
Round 21, node_2_smpc_start: 121.48W (CPU: 0.00W, RAM: 3.10W, GPU: 118.39W)
Round 21, node_2_smpc_complete: 24.04W (CPU: 0.09W, RAM: 3.06W, GPU: 20.90W)
Round 21, node_3_training_start: 23.40W (CPU: 0.00W, RAM: 3.06W, GPU: 20.34W)
Round 21, node_3_training_complete: 113.90W (CPU: 1.71W, RAM: 3.09W, GPU: 109.10W)
Round 21, node_3_smpc_start: 112.19W (CPU: 0.00W, RAM: 3.09W, GPU: 109.10W)
Round 21, node_3_smpc_complete: 23.35W (CPU: 0.09W, RAM: 3.04W, GPU: 20.22W)
Round 21, aggregation_start: 23.65W (CPU: 0.00W, RAM: 3.04W, GPU: 20.61W)
Round 21, aggregation_complete: 28.76W (CPU: 1.71W, RAM: 3.04W, GPU: 24.01W)
Round 22, cluster_generation_start: 23.29W (CPU: 0.03W, RAM: 3.04W, GPU: 20.23W)
Round 22, cluster_generation_complete: 23.26W (CPU: 0.00W, RAM: 3.04W, GPU: 20.23W)
Round 22, node_1_training_start: 23.26W (CPU: 0.00W, RAM: 3.04W, GPU: 20.23W)
Round 22, node_1_training_complete: 121.26W (CPU: 1.98W, RAM: 3.06W, GPU: 116.22W)
Round 22, node_1_smpc_start: 119.28W (CPU: 0.00W, RAM: 3.06W, GPU: 116.22W)
Round 22, node_1_smpc_complete: 23.36W (CPU: 0.09W, RAM: 3.06W, GPU: 20.20W)
Round 22, node_2_training_start: 23.42W (CPU: 0.03W, RAM: 3.06W, GPU: 20.33W)
Round 22, node_2_training_complete: 114.40W (CPU: 2.01W, RAM: 3.09W, GPU: 109.30W)
Round 22, node_2_smpc_start: 112.39W (CPU: 0.00W, RAM: 3.09W, GPU: 109.30W)
Round 22, node_2_smpc_complete: 23.76W (CPU: 0.09W, RAM: 3.08W, GPU: 20.59W)
Round 22, node_3_training_start: 23.47W (CPU: 0.00W, RAM: 3.07W, GPU: 20.40W)
Round 22, node_3_training_complete: 120.01W (CPU: 1.89W, RAM: 3.07W, GPU: 115.05W)
Round 22, node_3_smpc_start: 118.12W (CPU: 0.00W, RAM: 3.07W, GPU: 115.05W)
Round 22, node_3_smpc_complete: 23.19W (CPU: 0.09W, RAM: 3.05W, GPU: 20.05W)
Round 22, aggregation_start: 23.48W (CPU: 0.00W, RAM: 3.05W, GPU: 20.43W)
Round 22, aggregation_complete: 23.48W (CPU: 0.00W, RAM: 3.05W, GPU: 20.43W)
Round 23, cluster_generation_start: 23.58W (CPU: 0.00W, RAM: 3.05W, GPU: 20.53W)
Round 23, cluster_generation_complete: 23.58W (CPU: 0.00W, RAM: 3.05W, GPU: 20.53W)
Round 23, node_1_training_start: 23.58W (CPU: 0.00W, RAM: 3.05W, GPU: 20.53W)
Round 23, node_1_training_complete: 117.39W (CPU: 1.92W, RAM: 3.08W, GPU: 112.39W)
Round 23, node_1_smpc_start: 115.47W (CPU: 0.00W, RAM: 3.08W, GPU: 112.39W)
Round 23, node_1_smpc_complete: 23.47W (CPU: 0.09W, RAM: 3.06W, GPU: 20.32W)
Round 23, node_2_training_start: 22.96W (CPU: 0.00W, RAM: 3.06W, GPU: 19.91W)
Round 23, node_2_training_complete: 114.61W (CPU: 1.92W, RAM: 3.10W, GPU: 109.59W)
Round 23, node_2_smpc_start: 112.69W (CPU: 0.00W, RAM: 3.10W, GPU: 109.59W)
Round 23, node_2_smpc_complete: 23.71W (CPU: 0.09W, RAM: 3.07W, GPU: 20.55W)
Round 23, node_3_training_start: 23.60W (CPU: 0.00W, RAM: 3.07W, GPU: 20.53W)
Round 23, node_3_training_complete: 118.95W (CPU: 1.98W, RAM: 3.11W, GPU: 113.86W)
Round 23, node_3_smpc_start: 116.97W (CPU: 0.00W, RAM: 3.11W, GPU: 113.86W)
Round 23, node_3_smpc_complete: 23.78W (CPU: 0.09W, RAM: 3.07W, GPU: 20.62W)
Round 23, aggregation_start: 23.71W (CPU: 0.00W, RAM: 3.07W, GPU: 20.63W)
Round 23, aggregation_complete: 27.58W (CPU: 1.71W, RAM: 3.07W, GPU: 22.80W)
Round 24, cluster_generation_start: 23.76W (CPU: 0.03W, RAM: 3.07W, GPU: 20.66W)
Round 24, cluster_generation_complete: 23.73W (CPU: 0.00W, RAM: 3.07W, GPU: 20.66W)
Round 24, node_1_training_start: 23.73W (CPU: 0.00W, RAM: 3.07W, GPU: 20.66W)
Round 24, node_1_training_complete: 112.60W (CPU: 1.95W, RAM: 3.09W, GPU: 107.56W)
Round 24, node_1_smpc_start: 125.65W (CPU: 15.00W, RAM: 3.09W, GPU: 107.56W)
Round 24, node_1_smpc_complete: 24.07W (CPU: 0.09W, RAM: 3.08W, GPU: 20.89W)
Round 24, node_2_training_start: 23.61W (CPU: 0.00W, RAM: 3.08W, GPU: 20.53W)
Round 24, node_2_training_complete: 118.15W (CPU: 1.95W, RAM: 3.10W, GPU: 113.10W)
Round 24, node_2_smpc_start: 116.20W (CPU: 0.00W, RAM: 3.10W, GPU: 113.10W)
Round 24, node_2_smpc_complete: 24.13W (CPU: 0.09W, RAM: 3.09W, GPU: 20.96W)
Round 24, node_3_training_start: 23.92W (CPU: 0.00W, RAM: 3.08W, GPU: 20.84W)
Round 24, node_3_training_complete: 114.01W (CPU: 1.83W, RAM: 3.12W, GPU: 109.06W)
Round 24, node_3_smpc_start: 112.18W (CPU: 0.00W, RAM: 3.12W, GPU: 109.06W)
Round 24, node_3_smpc_complete: 23.35W (CPU: 0.09W, RAM: 3.09W, GPU: 20.17W)
Round 24, aggregation_start: 22.98W (CPU: 0.00W, RAM: 3.08W, GPU: 19.89W)
Round 24, aggregation_complete: 26.92W (CPU: 1.68W, RAM: 3.08W, GPU: 22.15W)
Round 25, cluster_generation_start: 24.60W (CPU: 0.03W, RAM: 3.10W, GPU: 21.48W)
Round 25, cluster_generation_complete: 24.57W (CPU: 0.00W, RAM: 3.10W, GPU: 21.48W)
Round 25, node_1_training_start: 24.57W (CPU: 0.00W, RAM: 3.10W, GPU: 21.48W)
Round 25, node_1_training_complete: 113.35W (CPU: 1.77W, RAM: 3.12W, GPU: 108.46W)
Round 25, node_1_smpc_start: 111.58W (CPU: 0.00W, RAM: 3.12W, GPU: 108.46W)
Round 25, node_1_smpc_complete: 23.24W (CPU: 0.09W, RAM: 3.11W, GPU: 20.04W)
Round 25, node_2_training_start: 23.25W (CPU: 0.00W, RAM: 3.11W, GPU: 20.14W)
Round 25, node_2_training_complete: 121.00W (CPU: 2.01W, RAM: 3.12W, GPU: 115.87W)
Round 25, node_2_smpc_start: 118.99W (CPU: 0.00W, RAM: 3.12W, GPU: 115.87W)
Round 25, node_2_smpc_complete: 23.67W (CPU: 0.09W, RAM: 3.11W, GPU: 20.48W)
Round 25, node_3_training_start: 23.26W (CPU: 0.00W, RAM: 3.11W, GPU: 20.15W)
Round 25, node_3_training_complete: 119.15W (CPU: 1.95W, RAM: 3.14W, GPU: 114.06W)
Round 25, node_3_smpc_start: 117.20W (CPU: 0.00W, RAM: 3.14W, GPU: 114.06W)
Round 25, node_3_smpc_complete: 23.68W (CPU: 0.09W, RAM: 3.12W, GPU: 20.47W)
Round 25, aggregation_start: 23.63W (CPU: 0.00W, RAM: 3.12W, GPU: 20.50W)
Round 25, aggregation_complete: 23.63W (CPU: 0.00W, RAM: 3.12W, GPU: 20.50W)
Round 26, cluster_generation_start: 23.47W (CPU: 0.00W, RAM: 3.12W, GPU: 20.35W)
Round 26, cluster_generation_complete: 23.47W (CPU: 0.00W, RAM: 3.12W, GPU: 20.35W)
Round 26, node_1_training_start: 23.47W (CPU: 0.00W, RAM: 3.12W, GPU: 20.35W)
Round 26, node_1_training_complete: 116.49W (CPU: 1.71W, RAM: 3.13W, GPU: 111.65W)
Round 26, node_1_smpc_start: 114.78W (CPU: 0.00W, RAM: 3.13W, GPU: 111.65W)
Round 26, node_1_smpc_complete: 24.04W (CPU: 0.09W, RAM: 3.10W, GPU: 20.85W)
Round 26, node_2_training_start: 24.27W (CPU: 0.00W, RAM: 3.10W, GPU: 21.17W)
Round 26, node_2_training_complete: 115.54W (CPU: 1.83W, RAM: 3.14W, GPU: 110.58W)
Round 26, node_2_smpc_start: 113.71W (CPU: 0.00W, RAM: 3.14W, GPU: 110.58W)
Round 26, node_2_smpc_complete: 23.74W (CPU: 0.09W, RAM: 3.12W, GPU: 20.52W)
Round 26, node_3_training_start: 23.49W (CPU: 0.00W, RAM: 3.12W, GPU: 20.37W)
Round 26, node_3_training_complete: 114.00W (CPU: 1.71W, RAM: 3.16W, GPU: 109.13W)
Round 26, node_3_smpc_start: 112.29W (CPU: 0.00W, RAM: 3.16W, GPU: 109.13W)
Round 26, node_3_smpc_complete: 23.73W (CPU: 0.09W, RAM: 3.11W, GPU: 20.52W)
Round 26, aggregation_start: 23.66W (CPU: 0.00W, RAM: 3.11W, GPU: 20.55W)
Round 26, aggregation_complete: 23.66W (CPU: 0.00W, RAM: 3.11W, GPU: 20.55W)
Round 27, cluster_generation_start: 23.39W (CPU: 0.00W, RAM: 3.11W, GPU: 20.28W)
Round 27, cluster_generation_complete: 23.39W (CPU: 0.00W, RAM: 3.11W, GPU: 20.28W)
Round 27, node_1_training_start: 23.39W (CPU: 0.00W, RAM: 3.11W, GPU: 20.28W)
Round 27, node_1_training_complete: 102.70W (CPU: 1.68W, RAM: 3.12W, GPU: 97.90W)
Round 27, node_1_smpc_start: 101.02W (CPU: 0.00W, RAM: 3.12W, GPU: 97.90W)
Round 27, node_1_smpc_complete: 23.82W (CPU: 0.09W, RAM: 3.12W, GPU: 20.61W)
Round 27, node_2_training_start: 24.03W (CPU: 0.00W, RAM: 3.12W, GPU: 20.91W)
Round 27, node_2_training_complete: 114.94W (CPU: 1.80W, RAM: 3.14W, GPU: 110.00W)
Round 27, node_2_smpc_start: 128.14W (CPU: 15.00W, RAM: 3.14W, GPU: 110.00W)
Round 27, node_2_smpc_complete: 24.04W (CPU: 0.09W, RAM: 3.13W, GPU: 20.82W)
Round 27, node_3_training_start: 23.90W (CPU: 0.00W, RAM: 3.13W, GPU: 20.78W)
Round 27, node_3_training_complete: 117.62W (CPU: 1.86W, RAM: 3.12W, GPU: 112.64W)
Round 27, node_3_smpc_start: 115.76W (CPU: 0.00W, RAM: 3.12W, GPU: 112.64W)
Round 27, node_3_smpc_complete: 24.13W (CPU: 0.09W, RAM: 3.10W, GPU: 20.94W)
Round 27, aggregation_start: 23.53W (CPU: 0.00W, RAM: 3.10W, GPU: 20.43W)
Round 27, aggregation_complete: 23.53W (CPU: 0.00W, RAM: 3.10W, GPU: 20.43W)
Round 28, cluster_generation_start: 23.64W (CPU: 0.00W, RAM: 3.10W, GPU: 20.54W)
Round 28, cluster_generation_complete: 23.64W (CPU: 0.00W, RAM: 3.10W, GPU: 20.54W)
Round 28, node_1_training_start: 23.64W (CPU: 0.00W, RAM: 3.10W, GPU: 20.54W)
Round 28, node_1_training_complete: 122.44W (CPU: 2.07W, RAM: 3.13W, GPU: 117.24W)
Round 28, node_1_smpc_start: 120.37W (CPU: 0.00W, RAM: 3.13W, GPU: 117.24W)
Round 28, node_1_smpc_complete: 23.86W (CPU: 0.09W, RAM: 3.12W, GPU: 20.66W)
Round 28, node_2_training_start: 23.47W (CPU: 0.00W, RAM: 3.12W, GPU: 20.35W)
Round 28, node_2_training_complete: 120.99W (CPU: 1.98W, RAM: 3.13W, GPU: 115.88W)
Round 28, node_2_smpc_start: 119.01W (CPU: 0.00W, RAM: 3.13W, GPU: 115.88W)
Round 28, node_2_smpc_complete: 23.75W (CPU: 0.09W, RAM: 3.10W, GPU: 20.56W)
Round 28, node_3_training_start: 23.79W (CPU: 0.00W, RAM: 3.10W, GPU: 20.69W)
Round 28, node_3_training_complete: 118.06W (CPU: 1.98W, RAM: 3.13W, GPU: 112.95W)
Round 28, node_3_smpc_start: 116.08W (CPU: 0.00W, RAM: 3.13W, GPU: 112.95W)
Round 28, node_3_smpc_complete: 23.68W (CPU: 0.09W, RAM: 3.12W, GPU: 20.47W)
Round 28, aggregation_start: 23.84W (CPU: 0.00W, RAM: 3.12W, GPU: 20.71W)
Round 28, aggregation_complete: 28.68W (CPU: 1.68W, RAM: 3.12W, GPU: 23.88W)
Round 29, cluster_generation_start: 24.91W (CPU: 0.03W, RAM: 3.12W, GPU: 21.76W)
Round 29, cluster_generation_complete: 24.88W (CPU: 0.00W, RAM: 3.12W, GPU: 21.76W)
Round 29, node_1_training_start: 24.88W (CPU: 0.00W, RAM: 3.12W, GPU: 21.76W)
Round 29, node_1_training_complete: 117.00W (CPU: 2.01W, RAM: 3.15W, GPU: 111.84W)
Round 29, node_1_smpc_start: 114.99W (CPU: 0.00W, RAM: 3.15W, GPU: 111.84W)
Round 29, node_1_smpc_complete: 23.66W (CPU: 0.09W, RAM: 3.13W, GPU: 20.44W)
Round 29, node_2_training_start: 23.57W (CPU: 0.00W, RAM: 3.13W, GPU: 20.44W)
Round 29, node_2_training_complete: 123.41W (CPU: 1.98W, RAM: 3.17W, GPU: 118.26W)
Round 29, node_2_smpc_start: 121.43W (CPU: 0.00W, RAM: 3.17W, GPU: 118.26W)
Round 29, node_2_smpc_complete: 24.09W (CPU: 0.09W, RAM: 3.15W, GPU: 20.85W)
Round 29, node_3_training_start: 24.02W (CPU: 0.00W, RAM: 3.15W, GPU: 20.87W)
Round 29, node_3_training_complete: 117.34W (CPU: 1.95W, RAM: 3.16W, GPU: 112.23W)
Round 29, node_3_smpc_start: 115.39W (CPU: 0.00W, RAM: 3.16W, GPU: 112.23W)
Round 29, node_3_smpc_complete: 23.41W (CPU: 0.09W, RAM: 3.16W, GPU: 20.16W)
Round 29, aggregation_start: 23.29W (CPU: 0.00W, RAM: 3.16W, GPU: 20.13W)
Round 29, aggregation_complete: 23.29W (CPU: 0.00W, RAM: 3.16W, GPU: 20.13W)
Round 30, cluster_generation_start: 23.72W (CPU: 0.00W, RAM: 3.16W, GPU: 20.56W)
Round 30, cluster_generation_complete: 33.71W (CPU: 9.99W, RAM: 3.16W, GPU: 20.56W)
Round 30, node_1_training_start: 23.72W (CPU: 0.00W, RAM: 3.16W, GPU: 20.56W)
Round 30, node_1_training_complete: 110.65W (CPU: 1.71W, RAM: 3.18W, GPU: 105.76W)
Round 30, node_1_smpc_start: 108.94W (CPU: 0.00W, RAM: 3.18W, GPU: 105.76W)
Round 30, node_1_smpc_complete: 24.24W (CPU: 0.09W, RAM: 3.15W, GPU: 21.00W)
Round 30, node_2_training_start: 23.56W (CPU: 0.00W, RAM: 3.15W, GPU: 20.42W)
Round 30, node_2_training_complete: 113.73W (CPU: 1.80W, RAM: 3.17W, GPU: 108.77W)
Round 30, node_2_smpc_start: 111.93W (CPU: 0.00W, RAM: 3.17W, GPU: 108.77W)
Round 30, node_2_smpc_complete: 23.69W (CPU: 0.09W, RAM: 3.12W, GPU: 20.48W)
Round 30, node_3_training_start: 23.31W (CPU: 0.00W, RAM: 3.12W, GPU: 20.19W)
Round 30, node_3_training_complete: 116.03W (CPU: 1.98W, RAM: 3.13W, GPU: 110.92W)
Round 30, node_3_smpc_start: 114.05W (CPU: 0.00W, RAM: 3.13W, GPU: 110.92W)
Round 30, node_3_smpc_complete: 23.43W (CPU: 0.09W, RAM: 3.12W, GPU: 20.22W)
Round 30, aggregation_start: 23.08W (CPU: 0.00W, RAM: 3.12W, GPU: 19.96W)
Round 30, aggregation_complete: 26.53W (CPU: 1.68W, RAM: 3.12W, GPU: 21.73W)
Round 31, cluster_generation_start: 23.29W (CPU: 0.03W, RAM: 3.12W, GPU: 20.14W)
Round 31, cluster_generation_complete: 23.26W (CPU: 0.00W, RAM: 3.12W, GPU: 20.14W)
Round 31, node_1_training_start: 23.26W (CPU: 0.00W, RAM: 3.12W, GPU: 20.14W)
Round 31, node_1_training_complete: 116.27W (CPU: 1.80W, RAM: 3.12W, GPU: 111.35W)
Round 31, node_1_smpc_start: 114.47W (CPU: 0.00W, RAM: 3.12W, GPU: 111.35W)
Round 31, node_1_smpc_complete: 23.39W (CPU: 0.09W, RAM: 3.12W, GPU: 20.18W)
Round 31, node_2_training_start: 23.27W (CPU: 0.00W, RAM: 3.11W, GPU: 20.15W)
Round 31, node_2_training_complete: 115.72W (CPU: 2.01W, RAM: 3.13W, GPU: 110.58W)
Round 31, node_2_smpc_start: 113.71W (CPU: 0.00W, RAM: 3.13W, GPU: 110.58W)
Round 31, node_2_smpc_complete: 23.44W (CPU: 0.09W, RAM: 3.12W, GPU: 20.23W)
Round 31, node_3_training_start: 22.85W (CPU: 0.00W, RAM: 3.12W, GPU: 19.73W)
Round 31, node_3_training_complete: 110.14W (CPU: 1.74W, RAM: 3.14W, GPU: 105.26W)
Round 31, node_3_smpc_start: 108.40W (CPU: 0.00W, RAM: 3.14W, GPU: 105.26W)
Round 31, node_3_smpc_complete: 23.95W (CPU: 0.09W, RAM: 3.14W, GPU: 20.72W)
Round 31, aggregation_start: 23.57W (CPU: 0.00W, RAM: 3.14W, GPU: 20.42W)
Round 31, aggregation_complete: 26.94W (CPU: 1.68W, RAM: 3.14W, GPU: 22.12W)
Round 32, cluster_generation_start: 23.89W (CPU: 0.03W, RAM: 3.14W, GPU: 20.72W)
Round 32, cluster_generation_complete: 23.86W (CPU: 0.00W, RAM: 3.13W, GPU: 20.72W)
Round 32, node_1_training_start: 23.85W (CPU: 0.00W, RAM: 3.13W, GPU: 20.72W)
Round 32, node_1_training_complete: 130.85W (CPU: 2.04W, RAM: 3.19W, GPU: 125.62W)
Round 32, node_1_smpc_start: 128.81W (CPU: 0.00W, RAM: 3.19W, GPU: 125.62W)
Round 32, node_1_smpc_complete: 23.20W (CPU: 0.09W, RAM: 3.12W, GPU: 19.98W)
Round 32, node_2_training_start: 23.33W (CPU: 0.00W, RAM: 3.12W, GPU: 20.21W)
Round 32, node_2_training_complete: 114.68W (CPU: 1.83W, RAM: 3.15W, GPU: 109.71W)
Round 32, node_2_smpc_start: 112.85W (CPU: 0.00W, RAM: 3.15W, GPU: 109.71W)
Round 32, node_2_smpc_complete: 23.25W (CPU: 0.09W, RAM: 3.11W, GPU: 20.05W)
Round 32, node_3_training_start: 23.28W (CPU: 0.00W, RAM: 3.11W, GPU: 20.16W)
Round 32, node_3_training_complete: 114.81W (CPU: 1.89W, RAM: 3.12W, GPU: 109.80W)
Round 32, node_3_smpc_start: 112.92W (CPU: 0.00W, RAM: 3.12W, GPU: 109.80W)
Round 32, node_3_smpc_complete: 24.14W (CPU: 0.09W, RAM: 3.11W, GPU: 20.93W)
Round 32, aggregation_start: 23.23W (CPU: 0.00W, RAM: 3.11W, GPU: 20.12W)
Round 32, aggregation_complete: 23.23W (CPU: 0.00W, RAM: 3.11W, GPU: 20.12W)
Round 33, cluster_generation_start: 23.00W (CPU: 0.00W, RAM: 3.11W, GPU: 19.89W)
Round 33, cluster_generation_complete: 23.00W (CPU: 0.00W, RAM: 3.11W, GPU: 19.89W)
Round 33, node_1_training_start: 23.00W (CPU: 0.00W, RAM: 3.11W, GPU: 19.89W)
Round 33, node_1_training_complete: 114.87W (CPU: 1.86W, RAM: 3.14W, GPU: 109.87W)
Round 33, node_1_smpc_start: 113.01W (CPU: 0.00W, RAM: 3.14W, GPU: 109.87W)
Round 33, node_1_smpc_complete: 23.48W (CPU: 0.09W, RAM: 3.12W, GPU: 20.27W)
Round 33, node_2_training_start: 23.21W (CPU: 0.00W, RAM: 3.12W, GPU: 20.09W)
Round 33, node_2_training_complete: 115.29W (CPU: 1.86W, RAM: 3.14W, GPU: 110.29W)
Round 33, node_2_smpc_start: 113.43W (CPU: 0.00W, RAM: 3.14W, GPU: 110.29W)
Round 33, node_2_smpc_complete: 24.00W (CPU: 0.09W, RAM: 3.12W, GPU: 20.79W)
Round 33, node_3_training_start: 23.72W (CPU: 0.00W, RAM: 3.12W, GPU: 20.59W)
Round 33, node_3_training_complete: 89.55W (CPU: 1.77W, RAM: 3.15W, GPU: 84.62W)
Round 33, node_3_smpc_start: 87.78W (CPU: 0.00W, RAM: 3.15W, GPU: 84.62W)
Round 33, node_3_smpc_complete: 23.61W (CPU: 0.09W, RAM: 3.12W, GPU: 20.41W)
Round 33, aggregation_start: 23.79W (CPU: 0.00W, RAM: 3.12W, GPU: 20.68W)
Round 33, aggregation_complete: 23.79W (CPU: 0.00W, RAM: 3.12W, GPU: 20.68W)
Round 34, cluster_generation_start: 23.73W (CPU: 0.00W, RAM: 3.12W, GPU: 20.61W)
Round 34, cluster_generation_complete: 33.72W (CPU: 9.99W, RAM: 3.12W, GPU: 20.61W)
Round 34, node_1_training_start: 23.73W (CPU: 0.00W, RAM: 3.12W, GPU: 20.61W)
Round 34, node_1_training_complete: 119.09W (CPU: 1.89W, RAM: 3.14W, GPU: 114.06W)
Round 34, node_1_smpc_start: 117.20W (CPU: 0.00W, RAM: 3.14W, GPU: 114.06W)
